age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
23.0,2.52,1.65,7.68,6.96,28.0,100.0,Low,98.35
34.0,2.13,1.02,2.02,5.86,184.0,100.0,Low,21.38
18.0,9.96,3.32,0.57,5.93,79.0,95.57,Medium,7.24
36.0,6.77,2.04,3.94,8.42,125.0,100.0,Medium,50.99
24.0,3.31,1.19,0.68,8.27,130.0,100.0,Low,26.35
36.0,4.36,3.38,2.09,6.99,108.0,100.0,Medium,20.37
26.0,11.33,9.93,1.01,5.36,287.0,47.39,High,0.0
31.0,10.6,5.9,1.79,6.38,249.0,83.46,High,0.0
28.0,9.1,5.53,0.85,6.04,90.0,88.25,High,0.0
28.0,6.82,2.65,7.63,5.77,138.0,100.0,Medium,92.27
39.0,7.2,4.54,2.23,4.51,122.0,93.86,Medium,13.54
16.0,11.75,4.54,3.55,6.72,221.0,100.0,Medium,41.29
35.0,11.66,7.77,7.19,5.51,42.0,100.0,High,35.28
39.0,4.15,3.57,5.42,7.3,109.0,100.0,Medium,58.16
34.0,10.11,4.22,4.94,5.6,112.0,100.0,Medium,42.36
25.0,3.97,3.01,5.64,6.16,283.0,100.0,Medium,39.3
30.0,4.14,1.3,6.63,4.26,190.0,100.0,Low,81.84
33.0,8.76,4.6,7.02,8.96,240.0,100.0,Medium,67.25
37.0,6.05,2.22,5.14,6.54,43.0,100.0,Medium,64.61
20.0,11.32,5.79,7.12,4.12,221.0,100.0,High,43.12
38.0,2.89,1.17,4.28,6.71,143.0,100.0,Low,54.98
33.0,7.12,3.73,2.22,,161.0,100.0,Medium,21.87
19.0,11.19,6.16,7.04,7.86,71.0,100.0,High,62.19
18.0,11.04,5.3,4.33,7.5,89.0,100.0,High,40.09
29.0,3.57,,7.25,4.7,279.0,100.0,Medium,90.67
18.0,5.67,4.83,0.32,7.29,,85.99,Medium,0.0
34.0,8.19,4.43,3.18,7.83,226.0,100.0,Medium,34.08
24.0,3.59,1.49,7.58,6.86,58.0,100.0,Low,100.0
38.0,11.68,5.4,2.0,8.46,85.0,100.0,High,20.01
36.0,11.15,9.06,7.53,5.38,32.0,95.74,High,33.09
17.0,3.67,2.36,7.63,5.21,213.0,100.0,Medium,47.95
19.0,3.21,,7.06,8.35,152.0,100.0,Low,89.2
20.0,2.85,1.11,4.51,7.13,,100.0,Low,67.49
35.0,11.09,,5.18,4.01,97.0,100.0,High,10.76
36.0,3.94,1.84,6.96,,269.0,100.0,Low,77.79
22.0,6.16,5.33,6.21,8.29,251.0,100.0,High,60.57
21.0,6.49,5.39,5.04,4.14,199.0,94.51,High,31.25
35.0,7.99,2.8,7.86,4.02,196.0,100.0,Medium,69.33
24.0,2.72,1.66,5.49,5.41,48.0,100.0,Low,51.65
20.0,4.27,1.86,7.8,8.57,185.0,100.0,Low,100.0
28.0,11.31,6.18,0.46,8.51,245.0,79.51,High,0.0
18.0,,9.15,,6.59,155.0,71.88,High,0.0
39.0,9.81,6.05,3.61,6.77,206.0,97.93,High,12.55
27.0,2.19,1.1,3.08,5.66,74.0,100.0,Low,44.61
34.0,5.27,2.24,6.26,5.22,21.0,100.0,Medium,67.97
31.0,8.28,6.46,1.28,8.08,36.0,99.86,High,0.0
37.0,4.75,3.2,7.81,4.53,78.0,100.0,Medium,87.19
21.0,11.1,6.45,2.52,6.44,107.0,87.86,High,5.25
18.0,8.34,3.59,3.43,7.17,242.0,100.0,Medium,36.87
28.0,2.72,1.36,2.2,4.52,291.0,100.0,Low,29.15
17.0,11.09,9.71,4.63,6.6,77.0,71.01,High,0.0
38.0,11.58,,0.47,6.89,211.0,75.57,High,0.0
19.0,2.78,1.5,1.2,7.71,69.0,100.0,Low,69.0
30.0,7.32,4.49,5.97,5.17,232.0,100.0,Medium,33.05
37.0,5.03,3.86,1.49,5.47,249.0,90.13,Medium,0.0
34.0,5.93,2.99,1.88,6.85,173.0,100.0,Medium,18.45
18.0,3.8,1.55,6.34,8.92,292.0,100.0,Low,89.83
38.0,7.78,5.06,0.75,5.09,65.0,88.58,High,0.0
38.0,11.58,8.1,3.5,8.93,137.0,88.35,High,5.59
16.0,7.03,5.12,0.18,7.57,195.0,89.83,High,0.0
32.0,2.83,2.35,2.77,8.13,87.0,100.0,Medium,50.82
33.0,8.2,4.29,5.59,4.45,270.0,99.74,Medium,
33.0,5.4,1.86,0.72,5.5,249.0,91.82,Low,13.79
31.0,10.56,9.24,7.11,,219.0,84.92,High,11.65
28.0,6.35,3.56,7.28,5.86,165.0,100.0,Medium,64.33
33.0,3.93,2.65,0.84,8.91,70.0,100.0,Medium,32.0
36.0,3.91,2.74,7.93,4.53,205.0,100.0,Medium,63.46
38.0,9.69,6.08,2.38,6.81,218.0,88.82,High,13.55
27.0,4.66,1.97,0.67,4.03,,91.96,Low,12.43
26.0,9.67,7.28,0.04,7.56,78.0,85.12,High,0.0
20.0,4.06,,3.27,4.99,214.0,100.0,Medium,21.76
35.0,5.22,3.3,5.04,4.65,162.0,100.0,Medium,58.77
18.0,6.65,3.94,2.66,5.69,242.0,95.39,Medium,10.79
33.0,11.43,4.21,6.69,7.86,119.0,100.0,Medium,60.45
30.0,11.32,3.97,5.73,4.53,45.0,100.0,Medium,43.75
27.0,4.07,2.05,,5.15,33.0,100.0,Medium,44.63
18.0,5.58,2.71,5.87,4.04,141.0,100.0,Medium,67.32
37.0,3.49,3.04,,8.84,284.0,100.0,Medium,97.16
31.0,7.1,5.47,0.74,6.96,26.0,93.82,High,0.0
37.0,6.61,4.6,2.45,7.6,238.0,96.3,Medium,17.97
15.0,,6.72,3.71,7.26,239.0,100.0,High,7.66
32.0,11.3,4.52,3.98,4.72,202.0,94.24,Medium,25.15
34.0,5.84,5.18,4.34,6.97,127.0,100.0,High,30.08
31.0,6.92,3.63,2.41,4.66,143.0,90.16,Medium,21.82
29.0,10.96,3.99,5.34,6.01,189.0,100.0,Medium,41.31
25.0,10.07,6.0,5.16,6.84,276.0,96.6,High,21.08
39.0,2.04,1.68,4.62,6.79,28.0,100.0,Low,78.95
36.0,5.2,4.33,0.91,4.6,299.0,81.63,Medium,0.0
27.0,6.22,1.91,3.82,4.17,144.0,100.0,Low,48.3
15.0,4.3,3.58,2.85,7.99,181.0,100.0,Medium,22.86
31.0,4.0,1.85,,7.63,55.0,100.0,Low,51.47
20.0,2.38,0.77,7.37,4.41,23.0,100.0,,76.22
18.0,8.43,6.82,3.84,4.64,106.0,82.92,High,0.0
34.0,4.63,3.79,0.11,8.46,283.0,92.96,Medium,0.0
30.0,2.52,1.66,3.51,7.85,110.0,100.0,Low,50.13
29.0,4.31,2.78,6.57,8.98,77.0,100.0,Medium,85.66
29.0,10.02,7.89,6.24,5.27,159.0,100.0,High,10.86
20.0,10.51,8.11,4.11,6.44,191.0,95.7,High,0.0
29.0,6.83,5.7,2.0,5.18,279.0,74.69,High,0.0
28.0,6.16,3.89,3.72,7.11,44.0,100.0,Medium,59.92
25.0,11.78,10.37,4.51,4.58,217.0,65.23,High,0.0
21.0,4.01,3.6,8.0,4.64,86.0,100.0,Medium,75.66
23.0,4.15,1.54,5.15,4.36,137.0,100.0,Low,54.19
30.0,4.92,,5.55,7.47,299.0,100.0,Medium,32.23
19.0,3.73,2.24,3.93,6.47,25.0,100.0,Medium,50.98
39.0,5.79,3.08,2.84,7.09,116.0,100.0,Medium,25.51
34.0,11.11,7.42,6.5,8.4,91.0,100.0,High,55.14
24.0,8.15,2.72,3.96,7.7,277.0,100.0,Medium,63.75
32.0,6.12,3.7,7.96,6.31,57.0,100.0,Medium,70.74
17.0,11.34,9.33,3.66,8.92,75.0,97.23,High,4.1
27.0,2.48,1.06,0.54,6.28,122.0,100.0,Low,11.06
25.0,4.1,2.28,5.46,4.56,122.0,100.0,Medium,63.78
31.0,7.66,6.62,0.37,,235.0,80.47,High,0.97
36.0,8.16,4.55,2.0,4.11,40.0,99.47,Medium,8.65
27.0,2.4,1.24,2.83,6.75,134.0,100.0,Low,51.31
20.0,6.03,3.4,5.92,5.55,229.0,100.0,Medium,52.44
31.0,8.49,5.19,3.95,6.52,222.0,,High,28.86
27.0,,6.1,0.23,6.79,207.0,87.36,High,0.0
33.0,8.38,6.54,4.93,5.2,170.0,96.35,High,14.15
35.0,5.21,2.98,3.29,6.78,210.0,100.0,Medium,49.2
33.0,2.94,2.32,7.37,7.78,233.0,100.0,Medium,94.87
24.0,6.27,3.89,4.0,5.33,61.0,100.0,Medium,28.0
17.0,3.29,1.66,5.67,5.92,213.0,100.0,Low,84.68
28.0,11.48,7.98,1.75,5.34,269.0,61.63,High,0.0
33.0,6.75,4.93,6.09,8.1,100.0,100.0,Medium,78.3
19.0,5.17,3.28,5.77,7.62,60.0,100.0,Medium,54.76
19.0,9.66,3.23,7.23,8.36,39.0,100.0,Medium,85.64
34.0,6.98,2.81,0.27,4.85,28.0,100.0,Medium,8.18
31.0,5.1,2.4,3.58,4.37,143.0,100.0,Medium,37.64
,10.12,4.75,5.43,4.6,222.0,97.6,Medium,34.47
24.0,10.67,7.51,0.76,4.81,97.0,69.37,High,0.0
19.0,8.73,2.72,3.28,6.67,229.0,100.0,Medium,41.94
18.0,2.47,1.86,7.54,8.85,37.0,100.0,Low,100.0
20.0,7.66,3.52,3.49,5.79,255.0,100.0,Medium,21.98
18.0,9.63,4.68,7.88,8.79,219.0,100.0,Medium,86.94
21.0,3.37,2.08,0.45,4.19,271.0,96.73,Medium,0.0
21.0,4.29,1.84,5.74,8.63,258.0,100.0,Low,89.49
32.0,10.82,8.99,4.65,4.91,288.0,70.89,High,4.91
17.0,2.2,0.77,4.0,8.56,138.0,100.0,Low,73.29
15.0,9.53,5.4,7.77,4.28,26.0,100.0,High,60.36
38.0,6.74,5.46,1.04,8.74,292.0,88.13,High,4.5
39.0,6.47,4.33,7.17,5.0,272.0,100.0,Medium,53.2
18.0,2.07,0.98,5.53,5.51,147.0,100.0,Low,68.4
20.0,10.19,5.63,2.07,6.45,111.0,100.0,High,0.0
23.0,5.6,4.05,7.21,5.9,25.0,100.0,Medium,61.84
36.0,7.41,6.55,3.43,7.34,93.0,100.0,High,16.78
28.0,8.77,7.33,6.51,8.87,75.0,100.0,High,62.89
26.0,9.03,4.56,3.11,7.03,257.0,100.0,Medium,25.49
39.0,11.56,10.39,6.81,7.61,41.0,98.7,High,33.18
34.0,7.31,2.21,5.09,4.44,60.0,100.0,Medium,36.19
38.0,6.0,1.9,1.13,7.14,285.0,100.0,Low,36.88
39.0,11.54,9.17,5.2,6.27,277.0,85.47,High,8.25
18.0,8.42,3.53,1.53,8.43,67.0,100.0,,37.59
35.0,4.98,1.68,,5.94,158.0,100.0,Low,25.09
38.0,3.26,1.44,1.36,,221.0,100.0,Low,28.51
26.0,10.43,5.8,0.18,5.14,159.0,83.84,High,0.0
24.0,5.62,,1.7,5.3,161.0,94.31,Medium,12.57
36.0,8.6,5.8,4.29,5.88,252.0,97.52,High,23.44
21.0,6.71,2.97,3.85,5.52,177.0,100.0,Medium,46.38
17.0,3.99,2.4,4.01,5.27,57.0,100.0,Medium,41.75
37.0,8.02,6.86,1.98,4.25,94.0,80.77,High,0.0
28.0,2.61,2.06,5.48,8.18,194.0,100.0,Medium,73.43
38.0,6.13,3.03,5.63,4.32,58.0,100.0,Medium,63.65
24.0,7.47,6.64,2.86,8.44,,100.0,High,21.81
30.0,6.36,4.61,7.05,4.63,77.0,100.0,Medium,47.2
30.0,9.49,3.2,5.15,4.33,108.0,100.0,Medium,47.2
36.0,,3.3,5.7,6.82,292.0,100.0,Medium,42.1
24.0,9.71,3.89,2.22,6.51,153.0,100.0,Medium,30.98
39.0,2.39,1.76,0.0,6.46,162.0,100.0,Low,20.01
27.0,3.94,1.62,6.92,6.87,114.0,100.0,Low,94.21
20.0,7.37,4.47,6.58,5.44,175.0,100.0,Medium,61.18
26.0,11.35,4.04,0.99,7.31,220.0,100.0,Medium,9.74
23.0,10.35,8.82,2.99,6.51,179.0,70.1,High,0.0
27.0,10.43,5.28,5.29,5.67,230.0,97.24,High,41.76
18.0,5.03,4.25,5.22,8.13,191.0,100.0,Medium,45.76
38.0,6.29,5.45,6.88,7.64,89.0,100.0,High,
25.0,6.71,2.04,1.12,5.97,164.0,100.0,Medium,27.33
34.0,3.57,2.07,3.44,8.24,186.0,100.0,Medium,48.23
32.0,2.31,0.73,0.78,8.6,136.0,100.0,Low,42.56
25.0,11.47,9.69,3.12,6.68,204.0,69.21,High,0.0
39.0,4.41,2.69,0.12,5.07,222.0,95.6,Medium,5.34
35.0,4.4,1.52,7.19,8.58,181.0,100.0,Low,100.0
18.0,2.83,,4.22,4.95,207.0,100.0,Low,46.92
32.0,11.29,5.98,6.8,4.24,62.0,100.0,High,36.46
15.0,7.8,6.74,0.48,5.64,220.0,73.54,High,0.0
21.0,8.67,6.21,1.82,7.63,250.0,89.47,High,0.0
20.0,11.12,9.12,2.08,8.62,23.0,86.21,High,0.0
29.0,5.46,2.84,3.09,7.19,259.0,100.0,Medium,27.49
32.0,8.22,2.68,6.42,8.76,225.0,100.0,Medium,58.81
38.0,2.39,2.11,3.09,4.46,113.0,100.0,Medium,27.54
25.0,3.87,,1.64,4.3,251.0,100.0,Low,20.89
34.0,10.31,8.96,0.52,7.02,179.0,64.49,High,0.0
38.0,9.67,5.04,0.64,8.83,132.0,99.45,High,1.67
29.0,5.51,1.69,6.08,6.51,271.0,100.0,Low,63.11
30.0,5.77,4.12,3.56,4.26,241.0,88.75,Medium,15.51
21.0,7.34,6.52,5.81,5.11,113.0,99.71,High,23.02
35.0,2.0,1.76,5.46,5.22,186.0,100.0,Low,37.43
24.0,4.41,1.75,1.08,5.69,157.0,98.45,Low,11.89
26.0,4.08,,1.14,4.22,229.0,95.31,Low,15.34
38.0,4.5,2.88,6.04,8.52,275.0,100.0,Medium,71.61
28.0,10.06,6.86,5.77,6.58,92.0,97.8,High,34.87
39.0,4.8,3.57,3.02,7.35,233.0,100.0,Medium,37.55
19.0,3.92,1.6,0.62,4.34,285.0,94.78,Low,9.28
35.0,7.04,6.16,0.1,4.27,170.0,72.63,High,0.0
32.0,10.66,7.28,2.31,6.93,254.0,69.72,High,0.0
19.0,4.41,3.56,0.07,8.44,235.0,95.69,Medium,0.53
17.0,2.79,1.74,1.84,6.64,128.0,100.0,Low,34.46
37.0,5.56,3.05,3.36,8.39,139.0,100.0,Medium,36.74
19.0,9.48,8.4,0.97,8.05,117.0,85.27,High,0.0
38.0,7.51,4.88,0.83,4.38,229.0,74.66,Medium,0.0
31.0,10.17,8.34,7.17,5.01,51.0,95.57,High,42.5
33.0,,10.11,4.68,7.29,245.0,,High,0.0
33.0,9.93,7.0,7.48,6.22,234.0,100.0,High,54.28
39.0,8.04,5.06,2.77,5.45,142.0,95.18,High,0.0
35.0,6.93,2.09,5.42,6.09,166.0,100.0,Medium,79.41
26.0,2.4,0.78,1.64,6.23,71.0,100.0,Low,28.34
39.0,,4.98,4.95,8.55,199.0,100.0,Medium,45.9
23.0,5.83,2.4,1.04,4.52,206.0,91.55,Medium,0.0
15.0,3.52,1.59,0.02,5.4,127.0,100.0,Low,10.88
32.0,8.67,4.19,7.45,6.69,145.0,,Medium,68.68
35.0,4.84,2.5,4.44,7.49,280.0,100.0,Medium,30.58
18.0,7.86,4.34,7.42,7.15,213.0,100.0,Medium,70.29
24.0,7.87,2.83,2.67,8.71,53.0,100.0,Medium,51.22
39.0,6.46,2.1,2.62,7.98,295.0,100.0,Medium,31.87
,10.36,7.3,3.21,,201.0,,High,0.0
36.0,4.65,2.89,5.65,5.07,258.0,100.0,Medium,48.77
37.0,6.49,3.68,4.53,6.25,165.0,100.0,Medium,58.69
15.0,7.38,5.02,7.4,7.47,63.0,100.0,High,71.29
31.0,8.64,6.88,0.2,8.19,278.0,81.77,High,0.0
38.0,9.84,5.48,5.67,8.8,,100.0,High,44.75
16.0,5.95,4.07,2.64,7.03,234.0,100.0,Medium,4.86
25.0,,7.38,1.44,6.63,230.0,78.95,High,0.0
23.0,3.51,2.82,4.08,4.09,250.0,100.0,Medium,32.36
21.0,11.33,6.29,4.04,4.36,24.0,94.89,High,0.0
36.0,5.83,4.0,1.1,4.78,288.0,84.48,Medium,0.0
31.0,9.3,3.78,1.62,4.27,181.0,90.76,Medium,6.6
31.0,2.2,1.4,,6.0,235.0,100.0,Low,54.23
16.0,4.05,3.6,3.27,5.68,293.0,99.72,Medium,20.62
20.0,6.87,4.2,2.54,7.19,119.0,100.0,Medium,29.26
28.0,10.78,9.23,1.19,6.68,190.0,64.13,High,0.0
20.0,7.27,3.96,0.03,6.98,271.0,88.18,Medium,21.38
16.0,11.3,10.16,7.76,6.36,188.0,91.68,High,21.65
15.0,6.84,4.43,7.55,5.39,57.0,100.0,Medium,79.06
24.0,6.9,2.24,3.87,8.76,247.0,100.0,Medium,62.83
35.0,3.2,2.09,7.96,4.43,144.0,100.0,Medium,75.29
19.0,10.03,4.66,5.39,8.69,297.0,100.0,Medium,57.06
16.0,4.47,1.43,0.55,5.56,156.0,100.0,Low,16.6
,11.0,8.72,0.94,6.56,127.0,75.48,High,0.0
30.0,11.11,5.17,7.33,4.54,,100.0,High,52.95
39.0,11.43,8.89,5.04,4.35,123.0,85.01,High,0.0
16.0,7.2,3.41,6.75,6.15,265.0,100.0,Medium,62.53
24.0,8.77,3.65,7.19,7.71,184.0,100.0,Medium,75.03
16.0,9.79,8.66,3.58,5.35,211.0,78.35,High,0.0
30.0,3.31,1.71,0.39,6.81,214.0,100.0,Low,8.31
30.0,8.01,5.29,1.51,5.39,151.0,88.69,High,7.41
33.0,2.34,1.56,0.53,5.94,163.0,100.0,Low,16.9
21.0,6.98,4.44,1.51,8.53,238.0,100.0,Medium,17.3
36.0,3.55,3.01,3.28,8.28,45.0,100.0,Medium,46.79
26.0,3.83,2.7,0.95,6.58,270.0,93.72,Medium,8.64
38.0,5.65,3.06,1.33,5.19,114.0,100.0,Medium,13.34
29.0,6.32,5.17,3.57,4.97,219.0,93.9,High,26.68
22.0,8.23,3.36,2.72,8.77,122.0,100.0,Medium,24.92
20.0,2.74,1.72,3.74,5.01,212.0,100.0,Low,31.42
24.0,7.04,6.13,3.43,8.04,21.0,100.0,High,21.54
17.0,3.83,2.59,5.16,5.84,266.0,100.0,Medium,44.22
33.0,7.74,6.12,7.5,8.93,110.0,100.0,High,87.54
,8.37,5.79,0.86,5.84,64.0,88.18,High,0.0
21.0,7.57,6.08,0.79,5.76,22.0,,High,0.0
35.0,9.38,8.13,6.82,7.19,83.0,100.0,High,33.78
34.0,5.36,2.49,4.05,8.81,154.0,100.0,Medium,34.65
18.0,9.65,3.88,6.13,8.88,297.0,100.0,Medium,61.68
28.0,6.33,3.74,1.72,7.54,195.0,100.0,Medium,7.42
34.0,6.84,4.93,6.63,7.77,139.0,100.0,Medium,64.85
36.0,8.48,3.7,7.39,6.82,281.0,100.0,Medium,66.98
29.0,2.18,0.66,5.08,7.78,193.0,100.0,Low,70.97
38.0,8.54,4.32,0.85,8.3,137.0,100.0,Medium,10.19
22.0,8.19,7.22,7.16,6.43,204.0,100.0,,35.59
35.0,5.1,3.66,6.34,7.1,262.0,100.0,Medium,71.97
29.0,2.86,1.55,6.01,6.69,233.0,100.0,Low,79.77
36.0,2.91,1.21,0.29,6.81,140.0,100.0,Low,40.39
34.0,11.23,5.77,6.39,8.45,82.0,100.0,High,64.75
28.0,8.89,3.57,1.1,5.78,,91.19,Medium,11.19
23.0,3.27,1.19,1.78,5.04,295.0,99.59,Low,30.6
22.0,5.57,4.7,4.62,6.28,48.0,100.0,Medium,45.9
31.0,7.92,7.12,2.12,5.04,244.0,82.84,High,0.0
16.0,10.36,4.13,5.29,6.49,192.0,100.0,Medium,51.73
39.0,2.44,0.81,4.86,8.52,263.0,100.0,Low,60.87
38.0,4.37,2.18,,7.09,150.0,100.0,Medium,3.09
17.0,10.9,6.29,5.25,8.28,39.0,100.0,High,31.29
22.0,2.09,0.88,7.39,4.83,100.0,100.0,Low,90.55
26.0,4.01,1.93,1.29,8.5,254.0,100.0,Low,19.34
15.0,11.59,4.87,4.78,7.01,240.0,100.0,Medium,41.77
24.0,8.13,6.22,2.73,4.16,189.0,77.44,High,9.03
34.0,4.62,3.36,3.68,7.17,65.0,100.0,Medium,40.74
17.0,2.67,1.82,2.3,8.76,79.0,100.0,Low,51.9
20.0,2.28,1.21,2.83,4.4,115.0,100.0,Low,30.15
21.0,4.45,3.76,0.23,6.91,288.0,93.46,Medium,0.0
34.0,10.81,9.53,7.85,8.58,50.0,100.0,High,41.71
37.0,6.16,2.49,5.0,4.05,135.0,100.0,Medium,38.49
39.0,9.2,3.99,4.01,7.15,81.0,100.0,Medium,36.88
32.0,11.18,6.88,3.07,6.37,165.0,93.23,High,0.0
25.0,6.08,2.16,4.31,5.73,72.0,100.0,Medium,38.91
33.0,3.91,2.2,3.04,7.14,70.0,100.0,Medium,45.22
19.0,7.17,4.65,2.88,4.26,188.0,94.04,Medium,0.0
33.0,11.08,6.79,3.71,7.77,214.0,90.03,High,20.26
25.0,10.04,5.01,2.21,4.02,102.0,96.03,High,0.0
,2.66,1.66,1.44,5.53,153.0,100.0,Low,18.25
26.0,8.93,7.82,4.45,6.52,287.0,84.47,High,17.61
24.0,7.72,3.27,6.74,5.89,100.0,100.0,Medium,74.84
22.0,11.07,7.67,1.22,5.54,238.0,66.34,High,0.0
38.0,3.22,1.05,0.26,8.15,21.0,100.0,Low,56.24
23.0,7.34,2.49,1.97,8.67,270.0,100.0,Medium,35.97
18.0,10.79,6.81,7.84,8.37,255.0,100.0,High,68.7
19.0,6.1,2.21,6.63,6.61,175.0,100.0,Medium,70.16
35.0,6.82,2.14,4.77,8.42,56.0,100.0,Medium,42.14
22.0,2.7,1.09,7.43,8.6,248.0,100.0,Low,100.0
37.0,4.78,3.05,3.56,6.05,164.0,100.0,Medium,40.97
23.0,5.25,3.79,7.87,5.42,75.0,100.0,Medium,77.35
29.0,11.45,4.83,2.37,4.49,140.0,95.72,Medium,0.0
29.0,4.83,3.39,1.92,,230.0,96.66,Medium,46.96
30.0,6.61,2.71,5.1,8.73,279.0,100.0,Medium,53.55
28.0,8.71,5.82,3.03,6.8,122.0,92.71,High,15.1
22.0,3.62,1.98,5.01,7.34,254.0,100.0,Low,65.85
32.0,6.86,4.75,2.44,4.56,57.0,94.54,Medium,15.68
24.0,9.39,8.42,4.94,4.72,127.0,89.73,High,0.0
34.0,10.67,9.2,2.21,6.32,243.0,65.38,High,0.0
20.0,8.26,2.5,0.41,8.76,203.0,100.0,Medium,37.99
26.0,8.69,7.22,7.3,5.8,174.0,99.52,High,34.44
16.0,3.26,1.11,7.07,8.39,51.0,100.0,Low,97.18
21.0,11.46,9.99,7.77,4.6,253.0,73.55,High,3.09
30.0,3.33,1.56,5.73,7.09,269.0,100.0,Low,74.63
17.0,9.75,5.16,5.46,7.0,77.0,100.0,High,37.13
27.0,4.65,1.65,4.47,8.3,182.0,100.0,Low,74.46
17.0,11.34,4.17,1.01,4.02,36.0,96.8,Medium,0.0
32.0,9.2,6.77,1.51,4.95,273.0,73.47,High,0.0
25.0,9.54,8.27,2.32,5.1,165.0,73.26,High,0.0
22.0,4.19,2.79,7.12,8.75,248.0,100.0,Medium,100.0
20.0,6.43,4.69,1.38,4.77,259.0,83.02,Medium,0.0
15.0,8.18,6.19,7.38,4.18,35.0,100.0,High,32.6
15.0,9.7,4.44,4.18,6.67,94.0,100.0,Medium,39.58
37.0,,0.99,5.72,6.64,279.0,100.0,Low,57.16
22.0,11.62,3.5,0.88,8.22,23.0,100.0,Medium,14.63
19.0,10.9,5.56,2.15,8.74,270.0,97.24,High,16.88
30.0,4.7,2.09,7.67,6.69,104.0,100.0,Medium,95.51
25.0,10.23,3.45,2.13,8.65,82.0,100.0,Medium,
19.0,7.18,2.93,2.37,7.63,119.0,100.0,Medium,47.87
18.0,6.62,2.48,1.58,5.32,262.0,,Medium,
20.0,5.14,4.36,1.03,8.64,181.0,98.59,Medium,22.12
28.0,7.81,3.0,1.87,7.34,197.0,100.0,Medium,33.52
36.0,9.3,5.79,5.14,6.07,271.0,97.27,High,35.74
33.0,6.11,4.01,3.64,7.4,61.0,100.0,Medium,24.66
23.0,8.29,5.19,4.43,6.01,261.0,94.12,High,27.59
26.0,8.99,3.23,0.98,4.57,110.0,100.0,Medium,0.61
25.0,9.11,4.48,6.42,7.59,47.0,100.0,Medium,77.94
28.0,2.52,0.83,6.27,8.12,174.0,100.0,Low,92.51
37.0,10.6,5.7,0.17,7.64,138.0,79.62,High,0.0
30.0,6.58,2.72,3.07,5.15,239.0,100.0,Medium,24.41
15.0,4.62,2.94,0.55,8.78,283.0,98.77,Medium,13.71
27.0,4.42,3.16,6.34,4.13,140.0,100.0,Medium,56.15
37.0,6.83,4.23,5.9,5.66,65.0,100.0,Medium,54.73
35.0,,6.09,7.22,5.3,299.0,100.0,High,38.99
35.0,5.78,3.08,1.89,4.24,134.0,99.31,Medium,8.2
27.0,9.5,7.65,3.65,6.03,187.0,85.83,High,0.0
16.0,2.97,1.28,1.48,7.12,265.0,100.0,Low,46.63
18.0,6.76,5.01,2.97,8.41,299.0,84.65,High,19.95
20.0,11.92,8.99,4.18,8.95,253.0,83.92,High,9.44
37.0,9.7,5.35,0.43,8.04,41.0,96.26,High,4.63
19.0,4.11,1.97,5.72,6.34,221.0,100.0,Low,69.24
39.0,7.01,4.08,4.35,7.62,87.0,100.0,Medium,41.75
17.0,4.34,1.54,6.63,8.22,155.0,100.0,Low,
15.0,6.1,2.0,2.17,6.33,250.0,98.68,Medium,44.16
18.0,9.8,3.6,7.23,7.93,77.0,100.0,Medium,87.59
39.0,9.71,4.0,7.99,6.41,34.0,100.0,Medium,83.27
34.0,4.28,2.58,7.35,5.93,283.0,100.0,Medium,80.5
16.0,11.22,9.08,6.22,6.63,189.0,86.93,High,17.7
19.0,7.93,3.5,6.5,7.38,188.0,100.0,Medium,65.5
17.0,5.8,4.99,4.59,7.63,67.0,100.0,Medium,61.26
23.0,7.02,6.13,1.52,5.78,115.0,82.26,High,6.94
34.0,8.05,7.05,5.42,6.86,63.0,100.0,High,25.4
20.0,,6.1,5.7,8.55,259.0,100.0,High,54.53
32.0,6.86,3.56,7.88,8.88,89.0,100.0,Medium,96.71
20.0,7.05,2.42,4.33,5.14,272.0,97.74,Medium,42.78
33.0,3.76,2.41,2.17,4.96,85.0,100.0,Medium,39.75
26.0,10.13,6.43,5.47,7.38,50.0,100.0,High,39.83
39.0,7.42,6.01,7.84,6.07,233.0,100.0,High,56.23
25.0,3.31,2.97,1.42,4.12,200.0,89.87,Medium,9.93
16.0,9.66,5.84,2.61,5.73,221.0,93.58,High,0.0
29.0,11.32,5.74,4.34,8.03,87.0,100.0,High,37.75
26.0,11.47,4.72,1.36,7.99,44.0,95.0,Medium,0.63
26.0,5.69,1.72,0.18,6.47,267.0,100.0,Low,18.24
23.0,3.36,2.03,2.7,6.36,179.0,100.0,Medium,42.62
35.0,7.18,4.55,6.92,6.9,299.0,100.0,Medium,70.08
38.0,3.13,2.49,0.35,5.1,276.0,87.66,Medium,7.06
16.0,11.34,6.84,3.43,6.63,130.0,84.2,High,34.6
36.0,3.84,3.26,6.1,4.06,66.0,100.0,Medium,39.12
17.0,4.53,,7.63,6.38,198.0,100.0,Medium,77.51
26.0,6.07,4.88,7.88,5.68,55.0,100.0,Medium,77.0
30.0,5.83,2.27,3.38,7.37,217.0,100.0,Medium,57.41
35.0,9.95,8.09,7.6,7.19,61.0,100.0,High,39.67
38.0,6.56,4.63,0.28,5.9,109.0,93.64,Medium,3.85
15.0,3.71,1.49,5.97,4.04,87.0,100.0,Low,50.73
